id   ,name         ,right_ascension  ,right_ascension_err ,declination      ,declination_err ,period_s              ,period_s_err ,dm         ,dm_err ,distance_kpc ,distance_dm_kpc
1993 ,J1817-1938   ,18:17:06.82      ,                  8 ,-19:38:36        ,             12 ,2.0468376289          ,           2 ,519.6      ,     0 ,17.002       ,17.002
1994 ,B1814-23     ,18:17            ,                  4 ,-23:11           ,             15 ,0.62547               ,           2 ,240        ,    40 ,7.934        ,7.934
1995 ,B1813-36     ,18:17:05.857     ,                  9 ,-36:18:04.6      ,              3 ,0.3870193974544       ,          15 ,94.13      ,    10 ,4.383        ,4.383
1996 ,J1817-3837   ,18:17:00.270     ,                  4 ,-38:37:59.7      ,              2 ,0.38448678392         ,           2 ,102.847    ,     6 ,6.086        ,6.086
1997 ,J1818-0151   ,18:18:25.77      ,                  3 ,-01:51:54.0      ,             11 ,0.837534946983        ,          11 ,209        ,     0 ,19.138       ,19.138
1998 ,J1818-1116   ,18:18:26.45      ,                  6 ,-11:16:29        ,              7 ,0.54479952470         ,           5 ,422        ,     7 ,13.007       ,13.007
1999 ,B1815-14     ,18:18:23.7660    ,                 17 ,-14:22:36.71     ,             16 ,0.2914894606391       ,           4 ,619.65     ,     7 ,5.440        ,5.440
2000 ,J1818-1448   ,18:18:27.91      ,                  6 ,-14:48:38        ,              7 ,0.28137130037         ,           6 ,644        ,     6 ,4.997        ,4.997
2001 ,J1818-1519   ,18:18:14.6       ,                  3 ,-15:19:43        ,             36 ,0.9396900396          ,           5 ,845        ,     6 ,5.362        ,5.362
2002 ,J1818-1541   ,18:18:37.52      ,                  3 ,-15:41:45        ,              5 ,0.55113377674         ,           3 ,690        ,     5 ,4.792        ,4.792
2003 ,J1818-1556   ,18:18:51.95      ,                  2 ,-15:56:04        ,              2 ,0.952708902877        ,          19 ,230        ,     4 ,3.464        ,3.464
2004 ,J1818-1607   ,18:18:00.19340   ,                  7 ,-16:07:53.0049   ,             10 ,1.3634920             ,           4 ,699.2      ,     8 ,4.808        ,4.808
2005 ,J1819-0925   ,18:19:50.542     ,                 19 ,-09:25:49.9      ,             13 ,0.852047483505        ,          15 ,378        ,     3 ,13.840       ,13.840
2006 ,J1819-1008   ,18:19:39.986     ,                 17 ,-10:08:28        ,              4 ,0.301489849278        ,           7 ,404        ,     3 ,13.539       ,13.539
2007 ,J1819-1114   ,18:19:28.78      ,                  1 ,-11:14:43        ,              1 ,0.29416251457         ,           2 ,309.7      ,     2 ,5.795        ,5.795
2008 ,J1819-1131   ,18:19:58.15      ,                 10 ,-11:31:29        ,              9 ,1.38813712856         ,          16 ,578        ,    13 ,16.385       ,16.385
2009 ,J1819+1305   ,18:19:56.226     ,                  3 ,+13:05:15.25     ,             11 ,1.060363543971        ,           7 ,64.808     ,    13 ,4.047        ,4.047
2010 ,J1819-1318   ,18:19:43.66      ,                  5 ,-13:18:42        ,              5 ,1.51569599263         ,          12 ,35.1       ,    15 ,0.811        ,0.811
2011 ,J1819-1408   ,18:19:56.8       ,                  5 ,-14:08:01.6      ,            500 ,1.7884904528          ,          16 ,1075       ,    41 ,8.976        ,8.976
2012 ,J1819-1458   ,18:19:34.16      ,                  1 ,-14:58:00.00     ,              1 ,4.26321348            ,           8 ,196.0      ,     4 ,3.301        ,3.301
2013 ,J1819-1510   ,18:19:53.691     ,                  8 ,-15:10:20.6      ,             12 ,0.226538990075        ,           4 ,418.14     ,     4 ,4.123        ,4.123
2014 ,J1819-17     ,18:19:30         ,                 30 ,-17:05           ,              7 ,2.352135              ,          15 ,67         ,    23 ,1.881        ,1.881
2015 ,J1819-1717   ,18:19:43.40      ,                  5 ,-17:17:16        ,              5 ,0.39352163764         ,           6 ,405        ,     2 ,4.793        ,4.793
2016 ,J1819-37     ,18:19            ,                  0 ,-37              ,              0 ,0.632                 ,           0 ,68.2       ,     2 ,2.712        ,2.712
2017 ,B1818-04     ,18:20:52.5934    ,                  1 ,-04:27:37.712    ,              2 ,0.598081935375        ,           4 ,84.435     ,    17 ,2.857        ,2.918
2018 ,J1820-0509   ,18:20:22.728     ,                  7 ,-05:09:38.5      ,              4 ,0.337320795791        ,           3 ,102.40     ,     9 ,3.297        ,3.297
2019 ,B1817-13     ,18:20:19.759     ,                 13 ,-13:46:15.3      ,             11 ,0.921459731325        ,           5 ,771.0      ,     2 ,5.862        ,5.862
2020 ,J1820-1529   ,18:20:41.31      ,                 27 ,-15:29:42.26     ,             18 ,0.3332537343          ,          18 ,768.5      ,     6 ,5.195        ,5.195
2021 ,B1817-18     ,18:20:39.087     ,                  5 ,-18:18:03.3      ,              7 ,0.3099045934277       ,           9 ,436.0      ,    12 ,14.039       ,14.039
2022 ,J1821+0155   ,18:21:38.88368   ,                  5 ,+01:55:21.993    ,              2 ,0.03378133193189      ,          13 ,51.75415   ,     3 ,1.723        ,1.723
2023 ,J1821-0256   ,18:21:10.310     ,                 20 ,-02:56:38.6      ,             10 ,0.414111049843        ,          14 ,84.0       ,     4 ,3.160        ,3.160
2024 ,J1821-0331   ,18:21:44.70      ,                  3 ,-03:31:12.7      ,              1 ,0.90231562918         ,           4 ,171.5      ,     0 ,7.556        ,7.556
2025 ,J1821-1419   ,18:21:34.3       ,                  4 ,-14:19:26        ,             32 ,1.6560095697          ,           9 ,1123       ,    16 ,6.129        ,6.129
2026 ,J1821-1432   ,18:21:39.777     ,                 15 ,-14:32:53.2      ,             19 ,1.91513066964         ,           8 ,570        ,    20 ,4.540        ,4.540
2027 ,J1821+1715   ,18:21:13.503     ,                  4 ,+17:15:47.06     ,              7 ,1.366682059422        ,          10 ,60.2844    ,    25 ,4.140        ,4.140
2028 ,J1821+4147   ,18:21:52.345     ,                  5 ,+41:47:02.55     ,              4 ,1.261857209134        ,           8 ,40.673     ,     3 ,4.444        ,4.444
2029 ,J1822+02     ,18:22            ,                  0 ,+02              ,              0 ,1.508                 ,           0 ,103.8      ,     4 ,5.411        ,5.411
2030 ,J1822+0705   ,18:22:18.44      ,                  3 ,+07:05:19.0      ,             11 ,1.362817392033        ,          19 ,62.2       ,     3 ,2.873        ,2.873
2031 ,J1822-0719   ,18:22:28.073     ,                 15 ,-07:19:55.0      ,              7 ,0.49907553362         ,           4 ,199        ,     5 ,4.611        ,4.611
2032 ,J1822-0848   ,18:22:51.86      ,                  8 ,-08:48:59.0      ,             11 ,0.834839272621        ,          14 ,186.3      ,     7 ,3.826        ,3.826
2033 ,J1822-0902   ,18:22:35.745     ,                  8 ,-09:02:59.1      ,              5 ,0.148894507003        ,           3 ,448.1      ,    15 ,15.673       ,15.673
2034 ,J1822-0907   ,18:22:39.80      ,                  5 ,-09:07:36        ,              3 ,0.97470037336         ,           6 ,467        ,     5 ,16.078       ,16.078
2035 ,J1822+1120   ,18:22:14.60      ,                  1 ,+11:20:56.2      ,              2 ,1.78703680542         ,           4 ,95.2       ,     6 ,7.776        ,7.776
2036 ,J1822-1252   ,18:22:41.7       ,                  3 ,-12:52:49        ,             29 ,2.0710402725          ,           5 ,925        ,    25 ,6.404        ,6.404
2037 ,B1820-14     ,18:22:54.042     ,                  8 ,-14:00:02.4      ,              6 ,0.214771109789        ,           6 ,649.27     ,     4 ,4.753        ,4.753
2038 ,J1822-1604   ,18:22:18.00      ,                 12 ,-16:04:26.8      ,             18 ,8.43772106            ,           7 ,*          ,     0 ,*            ,*
2039 ,J1822-1617   ,18:22:36.6       ,                  3 ,-16:17:35        ,             25 ,0.8311557274          ,           3 ,647        ,    19 ,14.868       ,14.868
2040 ,B1819-22     ,18:22:58.95      ,                  9 ,-22:56:31        ,             29 ,1.874268518252        ,           6 ,121.20     ,     4 ,3.260        ,3.260
2041 ,J1822+2617   ,18:22:44.819     ,                  2 ,+26:17:26.83     ,              4 ,0.5914175857222       ,          14 ,64.7       ,     1 ,7.861        ,7.861
2042 ,J1822-4209   ,18:22:11.356     ,                  3 ,-42:09:10.98     ,              7 ,0.456511944952        ,           4 ,72.514     ,     5 ,3.687        ,3.687
2043 ,J1823-0154   ,18:23:52.146     ,                  9 ,-01:54:04.6      ,              4 ,0.759777464363        ,           4 ,135.87     ,     5 ,5.271        ,5.271
2044 ,B1821+05     ,18:23:30.9731    ,                 11 ,+05:50:24.31     ,              4 ,0.7529065430494       ,          10 ,66.775     ,     3 ,2.000        ,3.088
2045 ,B1820-11     ,18:23:40.30      ,                  4 ,-11:15:11        ,              3 ,0.279828696565        ,           5 ,428.59     ,     9 ,5.371        ,5.371
2046 ,J1823-1126   ,18:23:19.86      ,                 10 ,-11:26:04        ,              5 ,1.8465342015          ,           3 ,607        ,     3 ,9.274        ,9.274
2047 ,J1823-1347   ,18:23:24.25      ,                  8 ,-13:47:54        ,              9 ,0.61710720555         ,          12 ,1044       ,     6 ,5.873        ,5.873
2048 ,J1823-1526   ,18:23:21.42      ,                  6 ,-15:26:22        ,              7 ,1.62540547240         ,          16 ,611        ,     5 ,8.157        ,8.157
2049 ,J1823-1807   ,18:23:09.68      ,                  7 ,-18:07:33        ,              8 ,1.63679245172         ,          17 ,330        ,     4 ,10.147       ,10.147
2050 ,B1820-30A    ,18:23:40.48701   ,                 36 ,-30:21:40.127    ,             44 ,0.0054400041632727    ,          31 ,86.8797    ,    56 ,8.020        ,3.145
2051 ,B1820-30B    ,18:23:41.5455    ,                 23 ,-30:21:40.94     ,             47 ,0.3785964921974       ,          27 ,87.01      ,    10 ,8.020        ,3.152
2052 ,J1823-3021C  ,18:23:41.1516    ,                 36 ,-30:21:38.45     ,             80 ,0.4059359629899       ,          53 ,86.88      ,    24 ,8.020        ,3.146
2053 ,J1823-3021D  ,18:23:40.5312    ,                 71 ,-30:21:43.66     ,             35 ,0.003020060260978     ,          59 ,86.8       ,    11 ,8.020        ,3.142
2054 ,J1823-3021E  ,18:23:38.93      ,                  0 ,-30:22:22.3      ,              0 ,0.004394              ,           0 ,91.4       ,     0 ,8.020        ,3.372
2055 ,J1823-3021F  ,18:23:40.67      ,                  0 ,-30:21:39.9      ,              0 ,0.004850              ,           0 ,86.7       ,     0 ,8.020        ,3.138
2056 ,J1823-3021G  ,18:23:40.7213    ,                  8 ,-30:21:35.63     ,              5 ,0.00609129342151      ,           4 ,86.206     ,     6 ,8.020        ,3.118
2057 ,J1823-3021H  ,18:23:40.48      ,                  0 ,-30:21:39.90     ,              0 ,0.00513               ,           0 ,86.85      ,     0 ,8.020        ,3.144
2058 ,B1820-31     ,18:23:46.7883    ,                 12 ,-31:06:49.75     ,             11 ,0.284054344967        ,           5 ,50.245     ,     4 ,1.586        ,1.586
2059 ,J1823-3543   ,18:23:35         ,                  0 ,-35:44:42        ,              0 ,0.00237               ,           0 ,*          ,     0 ,*            ,*
2060 ,J1824-0127   ,18:24:53.43      ,                  1 ,-01:27:51.4      ,              4 ,2.499469846087        ,          19 ,63.00      ,     2 ,2.219        ,2.219
2061 ,J1824-0132   ,18:24:55.575     ,                  9 ,-01:32:24.0      ,              4 ,0.223728519703        ,           4 ,79         ,     0 ,3.096        ,3.096
2062 ,J1824-0621   ,18:24:15.81954   ,                  2 ,-06:21:56.7918   ,             13 ,0.0032330162292688    ,           3 ,131.0313   ,    18 ,3.535        ,3.535
2063 ,J1824+1014   ,18:24:14.932     ,                  2 ,+10:14:43.82     ,              3 ,0.004065916139472     ,           4 ,59.8807    ,     0 ,2.904        ,2.904
2064 ,B1821-11     ,18:24:29.538     ,                  8 ,-11:18:42.6      ,              6 ,0.435759033311        ,          18 ,601.31     ,     6 ,6.003        ,6.003
2065 ,J1824-1159   ,18:24:56.151     ,                 12 ,-11:59:53.4      ,             13 ,0.362492078224        ,           8 ,462.96     ,     9 ,4.457        ,4.457
2066 ,J1824-1350   ,18:24:50.181     ,                 17 ,-13:50:21.0      ,             16 ,1.39659854604         ,           4 ,551        ,     7 ,4.693        ,4.693
2067 ,J1824-1423   ,18:24:57.387     ,                  7 ,-14:23:05.3      ,             11 ,0.359394162457        ,           6 ,427.63     ,     8 ,4.548        ,4.548
2068 ,J1824-1500   ,18:24:14.10      ,                  7 ,-15:00:33        ,              8 ,0.41222995857         ,           6 ,571        ,     6 ,6.078        ,6.078
2069 ,B1821-19     ,18:24:00.56      ,                 18 ,-19:46:03.36     ,             32 ,0.18933744109123      ,          11 ,224.38     ,     6 ,3.700        ,5.599
2070 ,J1824-2233   ,18:24:10.32      ,                  5 ,-22:33:11        ,             16 ,1.16174310971         ,           3 ,156.5      ,    12 ,4.597        ,4.597
2071 ,J1824-2328   ,18:24:28.64      ,                 19 ,-23:28:17        ,             61 ,1.50587455169         ,           3 ,195.4      ,     2 ,8.965        ,8.965
2072 ,B1821-24A    ,18:24:32.007904  ,                 10 ,-24:52:10.878    ,              3 ,0.00305431575773716   ,           7 ,119.9069   ,     0 ,5.370        ,3.702
2073 ,J1824-2452B  ,18:24:32.81      ,                  0 ,-24:52:11.20     ,              0 ,0.006547              ,           0 ,119.5      ,     0 ,5.370        ,3.681
2074 ,J1824-2452C  ,18:24:32.81      ,                  0 ,-24:52:11.20     ,              0 ,0.004159              ,           0 ,120.7      ,     0 ,5.370        ,3.750
2075 ,J1824-2452D  ,18:24:32.81      ,                  0 ,-24:52:11.20     ,              0 ,0.079832              ,           0 ,119.5      ,     0 ,5.370        ,3.681
2076 ,J1824-2452E  ,18:24:32.81      ,                  0 ,-24:52:11.20     ,              0 ,0.00542               ,           0 ,119.8      ,     0 ,5.370        ,3.698
2077 ,J1824-2452F  ,18:24:32.81      ,                  0 ,-24:52:11.20     ,              0 ,0.002451              ,           0 ,123.8      ,     0 ,5.370        ,3.953
2078 ,J1824-2452G  ,18:24:32.81      ,                  0 ,-24:52:11.20     ,              0 ,0.005909              ,           0 ,119.4      ,     0 ,5.370        ,3.675
2079 ,J1824-2452H  ,18:24:32.81      ,                  0 ,-24:52:11.20     ,              0 ,0.004629              ,           0 ,121.5      ,     0 ,5.370        ,3.800
2080 ,J1824-2452I  ,18:24:32.53      ,                  4 ,-24:52:08.6      ,              6 ,0.003931852642        ,           2 ,119        ,     0 ,5.370        ,3.653
2081 ,J1824-2452J  ,18:24:32.81      ,                  0 ,-24:52:11.20     ,              0 ,0.004039              ,           0 ,119.2      ,     0 ,5.370        ,3.664
